index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score	split	sent_s1	sent_s2
385	main-news	headlines	2015	0664	none	none	India Ink: Image of the Day: May 21	India Ink: Image of the Day: January 16	1.80	test	None	None
386	main-captions	MSRvid	2012test	0147	none	none	A girl is riding a horse.	A girl is riding a bicycle.	1.917	test	None	None
387	main-captions	MSRvid	2012train	0206	none	none	A man is playing the drums.	A man is playing guitar.	1.800	test	None	None
388	main-captions	images	2014	0449	none	none	Two men on boat floating on the water.	A wooden yacht on the ocean.	1.8	test	None	None
389	main-captions	images	2015	1200	none	none	A black and brown dog is chewing on a large stick.	A black and white dog playing in the sand.	1.80	test	None	None
390	main-forums	answers-forums	2015	0286	none	none	The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.	From an article entitled Can You Call a 9-Year-Old a Psychopath?	1.80	test	None	None
391	main-forums	answers-forums	2015	0401	none	none	In some cases the implication could even be that Tom does not love her.	There is no implication about Tom whatsoever in such a sentence.	1.80	test	None	None
392	main-forums	answers-forums	2015	1803	none	none	There is one airline, Spirit Airlines, which is trying to copy Ryanair with super cheap tickets and aggressively bad service.	There are a few airlines which operate flights at lower fares.	1.80	test	None	None
393	main-forums	answers-forums	2015	1850	none	none	Generally, almost wherever I go, I find it's easiest to get money out of the ATM.	There are plenty of ATMs and Exchanges all around the city, especially in city center.	1.80	test	None	None
394	main-forums	answers-forums	2015	1908	none	none	For fiction, I have little proof to show of blogs being published as print and/or ebooks.	To answer your question, yes, I think blogging your fiction will hurt your attempts to be traditionally published later.	1.80	test	None	None
395	main-news	MSRpar	2012test	0502	none	none	Agnew said Pinellas began baiting when rabies cases "went from zero to 30" in 1995.	Still, Pinellas rabies cases fell sharply to 17 in 1996 and 3 in 1997, Agnew said.	1.750	test	None	None
396	main-news	MSRpar	2012train	0190	none	none	For the entire season, the average five-day forecast track error was 259 miles, Franklin said.	The average track error for the five-day (forecast) is 323 nautical miles.	1.750	test	None	None
397	main-news	MSRpar	2012train	0658	none	none	Net revenue rose to $3.99 billion from $3.85 billion during the same quarter last year.	That is up from $1.14 billion during the same quarter last year.	1.750	test	None	None
398	main-news	headlines	2015	0533	none	none	Chinese shares close higher on Tuesday	Chinese shares close lower on Wednesday	1.80	test	None	None
399	main-news	headlines	2015	0747	none	none	Six killed in drone strike in N Waziristan	12 killed in bus accident in Pakistan	1.80	test	None	None
400	main-captions	MSRvid	2012test	0111	none	none	A woman is peeling a potato.	A woman is peeling an apple.	2.000	test	None	None
401	main-captions	MSRvid	2012test	0467	none	none	A man is playing keyboard.	A person is playing a piano.	2.200	test	None	None
402	main-captions	MSRvid	2012train	0207	none	none	A woman is dancing in the rain.	A woman is dancing in railway station.	2.000	test	None	None
403	main-captions	MSRvid	2012train	0224	none	none	A man plays a guitar.	A woman is playing guitar.	2.000	test	None	None
404	main-captions	MSRvid	2012train	0321	none	none	The woman is riding a horse.	A man is riding a horse in an arena.	2.000	test	None	None
405	main-captions	MSRvid	2012train	0530	none	none	A group of girls are exiting a taxi.	A video clip of Rihanna leaving a taxi.	2.000	test	None	None
406	main-captions	images	2014	0101	none	none	The dining room table gets some afternoon sun.	Dining room with wooden dining table set with playmates.	2.2	test	None	None
407	main-captions	images	2014	0424	none	none	Red double decker bus taking on passengers.	Red double decker bus with hood up.	2.2	test	None	None
408	main-captions	images	2014	0428	none	none	Three people sitting at dinner table smiling at camera.	Two elderly women sit at a dinner table with a man.	2	test	None	None
409	main-captions	images	2014	0542	none	none	A women laying across two men sitting on a sofa.	Two men in shorts are sitting on a sofa.	2	test	None	None
410	main-captions	images	2015	0379	none	none	Two large black dogs are playing in a grassy field.	Two white dogs are running together.	2.20	test	None	None
411	main-captions	images	2015	0489	none	none	An elderly woman rides a bicycle along a city street.	An elderly woman walking uphill crossing the street.	2.00	test	None	None
412	main-captions	images	2015	0777	none	none	A black dog is running through the snow.	A black pit bull dog is running through the dirt.	2.20	test	None	None
413	main-forum	deft-forum	2014	0049	none	none	Freedom of speech has consequences!	If freedom of speech has consequences then it is not free.	2.11111111111111	test	None	None
414	main-forum	deft-forum	2014	0093	none	none	Got some Heine and coors light i started it last night xanis.	i started it last night xanis.	2	test	None	None
415	main-forum	deft-forum	2014	0129	none	none	I hope this is nothing.	I hope everything is ok!	2	test	None	None
416	main-forum	deft-forum	2014	0143	none	none	My parents have told me it is bad for you.	officers have told me its bad for you.	2	test	None	None
417	main-forum	deft-forum	2014	0148	none	none	Nixon, Ford and Carter shut down the oilfields?	No has has shut down the oil fields.	2	test	None	None
418	main-forum	deft-forum	2014	0199	none	none	If they were Jews, I would call them Jews.	If they were Catholics, I would call them Catholics.	2.2	test	None	None
419	main-forum	deft-forum	2014	0372	none	none	Yet you didn't have to declare it.	And you didn't have to.	2	test	None	None
420	main-news	MSRpar	2012test	0118	none	none	Peter Lyman and Hal Varian of Berkeley's School of Information Management and Systems say that information production has increased by 30 percent each year between 1999 and 2002.	That task appealed to two masters of the megabyte, Peter Lyman and Hal Varian, professors at the University of California-Berkeley's School of Information Management and Systems.	2.000	test	None	None
421	main-news	MSRpar	2012test	0579	none	none	For Kathy Nicolo (Jennifer Connelly), the house means stability and family.	Kathy Nicolo (Jennifer Connelly) is desperate that her family not find out that her life has fallen apart.	2.000	test	None	None
422	main-news	MSRpar	2012test	0724	none	none	Comcast Class A shares were up 8 cents at $30.50 in morning trading on the Nasdaq Stock Market.	The stock rose 48 cents to $30 yesterday in Nasdaq Stock Market trading.	2.200	test	None	None
423	main-news	deft-news	2014	0007	none	none	ingo kober stated there is larger interest in intellectual property rights now than 20 or 30 years ago.	ingo kober stated that some nations had stronger intellectual property rights than others.	2	test	None	None
424	main-news	deft-news	2014	0213	none	none	the osce discussed the possible extension of the osce's mission in kosovo.	the osce discussed kazakhstan's bid to hold the osce presidency in 2009.	2.2	test	None	None
425	main-news	deft-news	2014	0260	none	none	north korean officials are suspected of building nuclear weapons.	north korea is currently in the process of dismantling its nuclear weapons program.	2	test	None	None
426	main-news	headlines	2013	0386	none	none	Red Cross worker killed in Pakistan	Kidnapped UK aid worker killed in Pakistan	2.2	test	None	None
427	main-news	headlines	2013	0627	none	none	Forex &amp; Gold 25 August 2012	Forex & Gold 19 July 2012	2.2	test	None	None
428	main-news	headlines	2014	0105	none	none	2 killed, 11 wounded in attacks in Iraq	15 killed, 90 wounded in fresh attacks in Iraq	2.2	test	None	None
429	main-news	headlines	2014	0121	none	none	Yacimovich urges cabinet to approve Palestinian prisoners release	Israel agrees to free 104 Palestinian prisoners	2	test	None	None
430	main-news	headlines	2014	0160	none	none	China stock index futures close higher -- Dec. 4	China stock index futures close lower -- Jan. 24	2.2	test	None	None
431	main-news	headlines	2014	0683	none	none	'Blade Runner' Pistorius to dispute murder charge	Pistorius cop on seven attempted murder charges	2	test	None	None
432	main-news	headlines	2014	0736	none	none	Singapore shares open lower on Friday	Singapore shares open higher on Thursday	2.2	test	None	None
433	main-news	headlines	2015	0104	none	none	The Note's Must-Reads for Friday May 24, 2013	The Note's Must-Reads for Tuesday October 29, 2013	2.00	test	None	None
434	main-news	headlines	2015	0808	none	none	Suspected U.S. drone strike kills 5 in Pakistan	Suspected US drone targets Islamic seminary in Pakistan	2.20	test	None	None
435	main-news	headlines	2015	0816	none	none	China yuan weakens to 6.1535 against USD	China yuan strengthens to new high against USD	2.00	test	None	None
436	main-news	headlines	2015	1178	none	none	UN inspectors hail progress over Syria chemical weapons	U.S. has not concluded Syria used chemical weapons -White House	2.20	test	None	None
437	main-news	headlines	2016	1133	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Iran ends cooperation agreement with Pakistan	Iran, Tajikistan sign cooperation agreement	2	test	None	None
438	main-news	headlines	2016	1200	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Taiwan coast guard launches new ships as South China Sea tensions rise	Chinese military reaches out amid South China Sea tensions	2	test	None	None
439	main-news	headlines	2016	1256	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Pro-Palestinian Activists March to UN Headquarters	Pro-Palestinian activists prepare flotilla to break Gaza blockade	2	test	None	None
440	main-captions	images	2014	0160	none	none	A coal train traveling down the tracks.	An old train sits idle on the tracks.	2	test	None	None
441	main-captions	images	2015	1030	none	none	A boy is jumping into the water with a ball in his hand.	A little boy swimming underwater with a toy in his hand.	2.20	test	None	None
442	main-captions	images	2015	1035	none	none	This dog is jumping through the water.	Two dogs running through the water on a beach.	2.20	test	None	None
443	main-captions	images	2015	1155	none	none	A hockey player looks intently downward.	A hockey player during a game.	2.00	test	None	None
444	main-forums	answers-forums	2015	0627	none	none	Just about anything can be grown indoors without natural sunlight.	We have quite a few people here who have grown peppers and small tomatoes indoors and in pots.	2.00	test	None	None
445	main-forums	answers-forums	2015	1574	none	none	Feel the fear... And do it anyway The book recommends to feel the fear.	13 Tips To Face Your Fear and Enjoy the Ride seems interesting.	2.20	test	None	None
446	main-news	MSRpar	2012train	0139	none	none	The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.	The benchmark 10-year note US10YT=RR lost 11/32 in price, taking its yield to 3.21 percent from 3.17 percent late on Monday.	2.000	test	None	None
447	main-news	headlines	2015	0082	none	none	Rescuers scour debris after India buildings collapse	Select images from Bangladesh building collapse	2.20	test	None	None
448	main-news	headlines	2015	0487	none	none	Quotes from leaders, family at Mandela memorial	Obama shakes hands with Cuba's Castro at Mandela memorial	2.00	test	None	None
449	main-news	headlines	2016	0832	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Bombings kill 9 people in Iraqi capital	Bombings kill 19 people in Iraq	2	test	None	None
